pickIndex,arid,matlabDatenum,arrivalTimeEpochS,arrivalTimeUTC,network,station,location,channel,seedId,phase,amplitude,signalToNoise,timeUncertaintyS,channelInfoText,channelParseSucceeded,isDeleted,isInfrasoundPhase,isSeismicPhase,isUnclassifiedPhase,isInfrasoundChannel,isSeismicChannel,eventNumber,associationMethod,associationTimeResidualS,associationAmbiguous,eventFirstArrivalDatenum,eventLastArrivalDatenum,eventFirstArrivalEpochS,eventLastArrivalEpochS,eventFirstArrivalUTC,eventLastArrivalUTC,timeFromEventFirstArrivalS
146,498,736574.125289167,1472698824.984,2016-09-01T03:00:24.984,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
147,499,736574.12798478,1472699057.885,2016-09-01T03:04:17.885,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
148,500,736574.129928553,1472699225.827,2016-09-01T03:07:05.827,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
149,497,736574.132862558,1472699479.325,2016-09-01T03:11:19.325,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
150,496,736574.140270914,1472700119.407,2016-09-01T03:21:59.407,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
151,644,736574.146447269,1472700653.044,2016-09-01T03:30:53.044,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
152,495,736574.146487326,1472700656.505,2016-09-01T03:30:56.505,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
153,494,736574.157306458,1472701591.278,2016-09-01T03:46:31.278,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
154,492,736574.16280772,1472702066.587,2016-09-01T03:54:26.587,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
155,491,736574.164311389,1472702196.504,2016-09-01T03:56:36.504,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
156,493,736574.165686713,1472702315.332,2016-09-01T03:58:35.332,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
157,489,736574.17483713,1472703105.928,2016-09-01T04:11:45.928,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
158,490,736574.184537674,1472703944.055,2016-09-01T04:25:44.055,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
159,488,736574.189397118,1472704363.911,2016-09-01T04:32:43.911,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
160,486,736574.203021887,1472705541.091,2016-09-01T04:52:21.091,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
161,487,736574.207422893,1472705921.338,2016-09-01T04:58:41.338,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
162,485,736574.219580671,1472706971.77,2016-09-01T05:16:11.770,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
163,484,736574.219727373,1472706984.445,2016-09-01T05:16:24.445,,BCHH,00,HHN,.BCHH.00.HHN,del,-1,-1,NaN,.BCHH..HHN_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
164,478,736574.236561204,1472708438.888,2016-09-01T05:40:38.888,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
165,477,736574.238339942,1472708592.571,2016-09-01T05:43:12.571,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
166,645,736574.240712477,1472708797.558,2016-09-01T05:46:37.558,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
167,476,736574.240742164,1472708800.123,2016-09-01T05:46:40.123,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
168,475,736574.242062465,1472708914.197,2016-09-01T05:48:34.197,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
169,481,736574.243584479,1472709045.699,2016-09-01T05:50:45.699,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
170,482,736574.243822859,1472709066.295,2016-09-01T05:51:06.295,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
171,480,736574.247893796,1472709418.024,2016-09-01T05:56:58.024,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
172,479,736574.249910914,1472709592.303,2016-09-01T05:59:52.303,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
173,483,736574.265681181,1472710954.854,2016-09-01T06:22:34.854,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
174,474,736574.289813356,1472713039.874,2016-09-01T06:57:19.874,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
175,473,736574.292692338,1472713288.618,2016-09-01T07:01:28.618,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
176,472,736574.315082454,1472715223.124,2016-09-01T07:33:43.124,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
177,466,736574.424531458,1472724679.518,2016-09-01T10:11:19.518,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
178,465,736574.43171463,1472725300.144,2016-09-01T10:21:40.144,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
179,467,736574.431734688,1472725301.877,2016-09-01T10:21:41.877,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
180,471,736574.449236458,1472726814.03,2016-09-01T10:46:54.030,,BCHH,00,HHZ,.BCHH.00.HHZ,,-1,-1,NaN,.BCHH..HHZ_00,1,0,0,0,1,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
181,463,736574.449273171,1472726817.202,2016-09-01T10:46:57.202,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
182,468,736574.459966227,1472727741.082,2016-09-01T11:02:21.082,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
183,469,736574.466957535,1472728345.13099,2016-09-01T11:12:25.130,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
184,470,736574.470885972,1472728684.548,2016-09-01T11:18:04.548,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
185,464,736574.482174236,1472729659.854,2016-09-01T11:34:19.854,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
186,462,736574.487583785,1472730127.239,2016-09-01T11:42:07.239,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
187,461,736574.525084699,1472733367.318,2016-09-01T12:36:07.318,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
188,460,736574.526962257,1472733529.539,2016-09-01T12:38:49.539,,BCHH,00,HHZ,.BCHH.00.HHZ,del,-1,-1,NaN,.BCHH..HHZ_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
189,1,736574.546660741,1472735231.488,2016-09-01T13:07:11.488,,BCHH,10,HD1,.BCHH.10.HD1,,-1,-1,NaN,.BCHH..HD1_10,1,0,0,0,1,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
190,381,736574.546660787,1472735231.492,2016-09-01T13:07:11.492,,BCHH,10,HD1,.BCHH.10.HD1,del,-1,-1,NaN,.BCHH..HD1_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
191,452,736574.546671181,1472735232.39,2016-09-01T13:07:12.390,,BCHH,10,HD3,.BCHH.10.HD3,del,-1,-1,NaN,.BCHH..HD3_10,1,1,0,0,0,1,0,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
192,439,736574.546683206,1472735233.429,2016-09-01T13:07:13.429,,BCHH,00,HHE,.BCHH.00.HHE,del,-1,-1,NaN,.BCHH..HHE_00,1,1,0,0,0,0,1,NaN,,NaN,0,NaN,NaN,NaN,NaN,NaT,NaT,NaN
193,2,736574.54671213,1472735235.928,2016-09-01T13:07:15.928,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,1,stored_event_bounds,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0
194,4,736574.546712268,1472735235.94,2016-09-01T13:07:15.940,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,1,stored_event_bounds,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.0119995325803757
195,5,736574.546712546,1472735235.964,2016-09-01T13:07:15.964,,BCHH,00,HHZ,.BCHH.00.HHZ,N,-1,-1,NaN,.BCHH..HHZ_00,1,0,1,0,0,0,1,1,nearest_event,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.035998597741127
196,7,736574.546712616,1472735235.97,2016-09-01T13:07:15.970,,BCHH,00,HHE,.BCHH.00.HHE,del,-1,-1,NaN,.BCHH..HHE_00,1,1,0,0,0,0,1,1,nearest_event,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.0420033931732178
197,6,736574.546712627,1472735235.971,2016-09-01T13:07:15.971,,BCHH,00,HHN,.BCHH.00.HHN,del,-1,-1,NaN,.BCHH..HHN_00,1,1,0,0,0,0,1,1,nearest_event,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.0429991632699966
198,3,736574.546713148,1472735236.016,2016-09-01T13:07:16.016,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,1,stored_event_bounds,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.0879999250173569
199,865,736574.546713738,1472735236.067,2016-09-01T13:07:16.067,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,1,stored_event_bounds,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.139005482196808
200,866,736574.546713773,1472735236.07,2016-09-01T13:07:16.070,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,1,stored_event_bounds,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.14200285077095
201,864,736574.546714653,1472735236.146,2016-09-01T13:07:16.146,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,1,stored_event_bounds,0,0,736574.54671213,736574.546714653,1472735235.928,1472735236.146,2016-09-01T13:07:15.928,2016-09-01T13:07:16.146,0.218003243207932
202,856,736574.546715914,1472735236.255,2016-09-01T13:07:16.255,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,2,stored_event_bounds,0,0,736574.546715914,736574.546718113,1472735236.255,1472735236.445,2016-09-01T13:07:16.255,2016-09-01T13:07:16.445,0
203,857,736574.54671603,1472735236.265,2016-09-01T13:07:16.265,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,2,stored_event_bounds,0,0,736574.546715914,736574.546718113,1472735236.255,1472735236.445,2016-09-01T13:07:16.255,2016-09-01T13:07:16.445,0.00999793410301208
204,855,736574.546716968,1472735236.346,2016-09-01T13:07:16.346,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,2,stored_event_bounds,0,0,736574.546715914,736574.546718113,1472735236.255,1472735236.445,2016-09-01T13:07:16.255,2016-09-01T13:07:16.445,0.0909972935914993
205,868,736574.546718113,1472735236.445,2016-09-01T13:07:16.445,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,2,stored_event_bounds,0,0,736574.546715914,736574.546718113,1472735236.255,1472735236.445,2016-09-01T13:07:16.255,2016-09-01T13:07:16.445,0.190000981092453
206,867,736574.54671831,1472735236.462,2016-09-01T13:07:16.462,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,2,nearest_event,0.0169984996318817,0,736574.546715914,736574.546718113,1472735236.255,1472735236.445,2016-09-01T13:07:16.255,2016-09-01T13:07:16.445,0.206999480724335
207,869,736574.546722222,1472735236.8,2016-09-01T13:07:16.800,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,3,stored_event_bounds,0,0,736574.546722222,736574.546722361,1472735236.8,1472735236.812,2016-09-01T13:07:16.800,2016-09-01T13:07:16.812,0
208,870,736574.546722361,1472735236.812,2016-09-01T13:07:16.812,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,3,stored_event_bounds,0,0,736574.546722222,736574.546722361,1472735236.8,1472735236.812,2016-09-01T13:07:16.800,2016-09-01T13:07:16.812,0.0119995325803757
209,852,736574.546727338,1472735237.242,2016-09-01T13:07:17.242,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,4,stored_event_bounds,0,0,736574.546727338,736574.546728414,1472735237.242,1472735237.335,2016-09-01T13:07:17.242,2016-09-01T13:07:17.335,0
210,853,736574.546727477,1472735237.254,2016-09-01T13:07:17.254,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,4,stored_event_bounds,0,0,736574.546727338,736574.546728414,1472735237.242,1472735237.335,2016-09-01T13:07:17.242,2016-09-01T13:07:17.335,0.0119995325803757
211,854,736574.546728414,1472735237.335,2016-09-01T13:07:17.335,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,4,stored_event_bounds,0,0,736574.546727338,736574.546728414,1472735237.242,1472735237.335,2016-09-01T13:07:17.242,2016-09-01T13:07:17.335,0.0929988920688629
212,440,736574.546730544,1472735237.519,2016-09-01T13:07:17.519,,BCHH,00,HHE,.BCHH.00.HHE,del,-1,-1,NaN,.BCHH..HHE_00,1,1,0,0,0,0,1,5,nearest_event,0.115006417036057,0,736574.546731875,736574.546732905,1472735237.634,1472735237.723,2016-09-01T13:07:17.634,2016-09-01T13:07:17.723,-0.115006417036057
213,859,736574.546731875,1472735237.634,2016-09-01T13:07:17.634,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,5,stored_event_bounds,0,0,736574.546731875,736574.546732905,1472735237.634,1472735237.723,2016-09-01T13:07:17.634,2016-09-01T13:07:17.723,0
214,860,736574.546732049,1472735237.649,2016-09-01T13:07:17.649,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,5,stored_event_bounds,0,0,736574.546731875,736574.546732905,1472735237.634,1472735237.723,2016-09-01T13:07:17.634,2016-09-01T13:07:17.723,0.0149969011545181
215,858,736574.546732905,1472735237.723,2016-09-01T13:07:17.723,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,5,stored_event_bounds,0,0,736574.546731875,736574.546732905,1472735237.634,1472735237.723,2016-09-01T13:07:17.634,2016-09-01T13:07:17.723,0.0889956951141357
216,862,736574.546734907,1472735237.896,2016-09-01T13:07:17.896,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,6,stored_event_bounds,0,0,736574.546734907,736574.546735903,1472735237.896,1472735237.982,2016-09-01T13:07:17.896,2016-09-01T13:07:17.982,0
217,863,736574.546735046,1472735237.908,2016-09-01T13:07:17.908,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,6,stored_event_bounds,0,0,736574.546734907,736574.546735903,1472735237.896,1472735237.982,2016-09-01T13:07:17.896,2016-09-01T13:07:17.982,0.0119995325803757
218,861,736574.546735903,1472735237.982,2016-09-01T13:07:17.982,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,6,stored_event_bounds,0,0,736574.546734907,736574.546735903,1472735237.896,1472735237.982,2016-09-01T13:07:17.896,2016-09-01T13:07:17.982,0.0859983265399933
219,9,736574.546737407,1472735238.112,2016-09-01T13:07:18.112,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,7,stored_event_bounds,0,0,736574.546737407,736574.546740775,1472735238.112,1472735238.403,2016-09-01T13:07:18.112,2016-09-01T13:07:18.403,0
220,10,736574.546737546,1472735238.124,2016-09-01T13:07:18.124,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,7,stored_event_bounds,0,0,736574.546737407,736574.546740775,1472735238.112,1472735238.403,2016-09-01T13:07:18.112,2016-09-01T13:07:18.403,0.0119995325803757
221,8,736574.546738426,1472735238.2,2016-09-01T13:07:18.200,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,7,stored_event_bounds,0,0,736574.546737407,736574.546740775,1472735238.112,1472735238.403,2016-09-01T13:07:18.112,2016-09-01T13:07:18.403,0.0879999250173569
222,877,736574.546739572,1472735238.299,2016-09-01T13:07:18.299,,BCHH,10,HD1,.BCHH.10.HD1,N,-1,-1,NaN,.BCHH..HD1_10,1,0,1,0,0,1,0,7,stored_event_bounds,0,0,736574.546737407,736574.546740775,1472735238.112,1472735238.403,2016-09-01T13:07:18.112,2016-09-01T13:07:18.403,0.186993554234505
223,879,736574.546740602,1472735238.388,2016-09-01T13:07:18.388,,BCHH,10,HD2,.BCHH.10.HD2,N,-1,-1,NaN,.BCHH..HD2_10,1,0,1,0,0,1,0,7,stored_event_bounds,0,0,736574.546737407,736574.546740775,1472735238.112,1472735238.403,2016-09-01T13:07:18.112,2016-09-01T13:07:18.403,0.275999307632446
224,878,736574.546740775,1472735238.403,2016-09-01T13:07:18.403,,BCHH,10,HD3,.BCHH.10.HD3,N,-1,-1,NaN,.BCHH..HD3_10,1,0,1,0,0,1,0,7,stored_event_bounds,0,0,736574.546737407,736574.546740775,1472735238.112,1472735238.403,2016-09-01T13:07:18.112,2016-09-01T13:07:18.403,0.290996208786964
